"code","seats","case_count"
"CA",340973.76,15
"DC",150329.13,3
"FL",930360.36,37
"GA",290011.5,7
"IL",50450.73,6
"MI",1872.72,1
"NJ",68102.85,2
"NY",140627.4,13
"PR",1040.4,0
"TX",688918.2,15
"AL",0,4
"AR",0,1
"AZ",0,1
"CO",0,2
"DE",0,1
"HI",0,1
"IA",0,3
"IN",0,1
"KS",0,1
"KY",0,1
"LA",0,2
"MA",0,1
"MD",0,3
"ME",0,1
"MN",0,2
"MO",0,1
"MT",0,2
"NC",0,6
"NE",0,2
"NH",0,1
"OH",0,6
"OK",0,2
"OR",0,4
"PA",0,6
"TN",0,1
"UT",0,1
"VA",0,1
"WA",0,2
"WV",0,1
